TitleID	Movie Title	Genres	Runtime	Adult	URL	DESCRIPTION
tt0167404	The Sixth Sense	Drama, Mystery, Thriller	1h 47min	No	https://img.yts.lt/assets/images/movies/the_sixth_sense_1999/large-cover.jpg	A boy who communicates with spirits seeks the help of a disheartened child psychologist.
tt0041959	The Third Man	Film-Noir, Mystery, Thriller	1h 44min	No	https://img.yts.lt/assets/images/movies/the_third_man_1949/large-cover.jpg	Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.
tt0050212	The Bridge on the River Kwai	Adventure, Drama, War	2h 41min	No	https://img.yts.lt/assets/images/movies/the_bridge_on_the_river_kwai_1957/large-cover.jpg	After settling his differences with a Japanese P.O.W. camp commander, a British colonel co-operates to oversee his men's construction of a railway bridge for their captors, while oblivious to a plan by the Allies to destroy it.
tt0084787	The Thing	Horror, Mystery, Sci-Fi	1h 49min	No	https://img.yts.lt/assets/images/movies/the_thing_1982/large-cover.jpg	A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.
tt1130884	Shutter Island	Mystery, Thriller	2h 18min	Yes	https://img.yts.lt/assets/images/movies/shutter_island_2010/large-cover.jpg	In 1954, a U.S. Marshal investigates the disappearance of a murderer, who escaped from a hospital for the criminally insane.
tt0047296	On the Waterfront	Crime, Drama, Thriller	1h 48min	No	https://img.yts.lt/assets/images/movies/on_the_waterfront_1954/large-cover.jpg	An ex-prize fighter turned longshoreman struggles to stand up to his corrupt union bosses.
tt0031381	Gone with the Wind	Drama, History, Romance, War	3h 58min	No	https://img.yts.lt/assets/images/movies/gone_with_the_wind_1939/large-cover.jpg	A manipulative woman and a roguish man conduct a turbulent romance during the American Civil War and Reconstruction periods.
tt0116231	The Bandit	Crime, Drama, Thriller	2h 8min	No	https://img.yts.lt/assets/images/movies/the_bandit_1996/large-cover.jpg	Baran the Bandit, released from prison after 35 years searches for vengeance and his lover.
tt0083658	Blade Runner	Action, Sci-Fi, Thriller	1h 57min	No	https://img.yts.lt/assets/images/movies/blade_runner_1982/large-cover.jpg	A blade runner must pursue and terminate four replicants who stole a ship in space, and have returned to Earth to find their creator.
tt0050986	Wild Strawberries	Drama, Romance	1h 31min	No	https://img.yts.lt/assets/images/movies/wild_strawberries_1957/large-cover.jpg	After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence.
tt0266543	Finding Nemo	Animation, Adventure, Comedy, Family	1h 40min	No	https://img.yts.lt/assets/images/movies/finding_nemo_2003/large-cover.jpg	After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.
tt0107290	Jurassic Park	Action, Adventure, Sci-Fi, Thriller	2h 7min	No	https://img.yts.lt/assets/images/movies/jurassic_park_1993/large-cover.jpg	During a preview tour, a theme park suffers a major power breakdown that allows its cloned dinosaur exhibits to run amok.
tt1205489	Gran Torino	Drama	1h 56min	Yes	https://img.yts.lt/assets/images/movies/gran_torino_2008/large-cover.jpg	Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.
tt0116282	Fargo	Crime, Drama, Thriller	1h 38min	Yes	https://img.yts.lt/assets/images/movies/fargo_1996/large-cover.jpg	Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.
tt0266697	Kill Bill: Vol. 1	Action, Crime, Thriller	1h 51min	No	https://img.yts.lt/assets/images/movies/kill_bill_vol_1_2003/large-cover.jpg	After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.
tt0077416	The Deer Hunter	Drama, War	3h 3min	No	https://img.yts.lt/assets/images/movies/the_deer_hunter_1978/large-cover.jpg	An in-depth examination of the ways in which the U.S. Vietnam War impacts and disrupts the lives of people in a small industrial town in Pennsylvania.
tt0118715	The Big Lebowski	Comedy, Crime	1h 57min	Yes	https://img.yts.lt/assets/images/movies/the_big_lebowski_1998/large-cover.jpg	Jeff "The Dude" Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it.
tt0046438	Tokyo Story	Drama	2h 16min	No	https://img.yts.lt/assets/images/movies/tokyo_story_1953/large-cover.jpg	An old couple visit their children and grandchildren in the city; but the children have little time for them.
tt0079944	Stalker	Drama, Sci-Fi	2h 42min	No	https://img.yts.lt/assets/images/movies/stalker_1979/large-cover.jpg	A guide leads two men through an area known as the Zone to find a room that grants wishes.
tt0120382	The Truman Show	Comedy, Drama, Sci-Fi	1h 43min	No	https://img.yts.lt/assets/images/movies/the_truman_show_1998/large-cover.jpg	An insurance salesman discovers his whole life is actually a reality TV show.
tt0978762	Mary and Max	Animation, Comedy, Drama	1h 32min	No	https://img.yts.lt/assets/images/movies/mary_and_max_2009/large-cover.jpg	A tale of friendship between two unlikely pen pals: Mary, a lonely, eight-year-old girl living in the suburbs of Melbourne, and Max, a forty-four-year old, severely obese man living in New York.
